,0,1
0,20.23825,0.8838982129852916
1,20.38803,0.8779438090780312
2,20.39855,0.8775259041370295
3,20.49819,0.8735697604472057
4,20.65967,0.8671661720451288
5,20.84226,0.8599373114923462
6,21.17183,0.8469217751406138
7,21.26334,0.8433153069723343
8,21.3112,0.841430423200852
9,21.36465,0.8393264543667928
10,21.4632,0.8354501645250347
11,21.73849,0.8246426391279545
12,21.75156,0.8241302844793119
13,21.79597,0.822389891519055
14,22.05013,0.8124449670273909
15,22.06105,0.8120182741165958
16,22.0769,0.8113990313843393
17,22.20382,0.8064441341596084
18,22.22028,0.8058020309669361
19,22.34341,0.8010023051626288
20,22.44506,0.7970446456710589
21,22.46511,0.7962645248294193
22,22.48335,0.7955549749424796
23,22.48487,0.7954958520701507
24,22.53333,0.7936114288102719
25,22.61062,0.7906079567068098
26,22.71878,0.7864091040570372
27,22.78208,0.7839540408209504
28,22.86311,0.780813801677314
29,22.93106,0.7781826112149786
30,22.93909,0.7778717994391433
31,22.99556,0.7756868270749786
32,23.03434,0.7741871122102068
33,23.08179,0.7723529778067616
34,23.48546,0.7567882376158457
35,23.50027,0.7562185111251319
36,23.58779,0.7528536060362633
37,23.60674,0.7521254593644503
38,23.7483,0.7466908962066903
39,23.78536,0.7452695478795696
40,23.83608,0.7433252459221471
41,23.90413,0.7407183250893905
42,23.96062,0.7385557407318819
43,24.02452,0.7361111032679997
44,24.0623,0.734666553147748
45,24.06684,0.7344930028125721
46,24.06762,0.7344631866665541
47,24.13993,0.731700186796623
48,24.16007,0.730931018364244
49,24.18913,0.7298214851109353
50,24.21293,0.7289130462586163
51,24.32699,0.7245626995421877
52,24.35384,0.7235394075904179
53,24.43664,0.7203856725618074
54,24.95539,0.7006918147901033
55,24.99092,0.6993470036504543
56,25.02665,0.697995143236226
57,25.33864,0.6862129217296626
58,25.5608,0.6778470094109788
59,25.57501,0.6773125711978807
60,25.67264,0.673642868906183
61,25.79367,0.6690988233107441
62,25.85043,0.6669697549165475
63,25.94894,0.6632776151044567
64,26.20309,0.6537693592189545
65,26.20724,0.6536143041380141
66,26.27839,0.6509569652101115
67,26.3262,0.649172412075247
68,26.32696,0.6491440513120202
69,26.33233,0.6489436663200326
70,26.4132,0.6459272592545056
71,26.69999,0.6352497736757752
72,26.77344,0.6325200338115117
73,26.858,0.6293798338196956
74,26.93008,0.6267051360374666
75,27.01728,0.6234718768450446
76,27.20548,0.6165029186398137
77,27.33749,0.6116220986758532
78,27.44851,0.6075220329713241
79,27.45556,0.6072618138212743
80,27.4943,0.6058322048329307
81,27.78233,0.5952191759425296
82,27.88814,0.5913274406946816
83,27.89254,0.5911656881103085
84,27.92402,0.5900086104888402
85,28.11213,0.5831013156630931
86,28.11714,0.5829175114328329
87,28.12678,0.5825638674997141
88,28.1961,0.5800217608385763
89,28.46851,0.5700471659683538
90,28.61554,0.5646735021052196
91,28.67926,0.5623468148357554
92,28.6936,0.5618233795575602
93,28.70516,0.5614014669564901
94,28.80555,0.5577392601128508
95,28.87424,0.5552353077844383
96,29.07302,0.5479975798362136
97,29.18268,0.5440100701724867
98,29.191,0.5437076869490842
99,29.25426,0.5414092583935036
100,29.34396,0.5381523038949032
101,29.50917,0.5321601027970706
102,29.64002,0.5274200784495067
103,29.70293,0.5251430326469231
104,29.74373,0.5236669098085466
105,29.85684,0.5195772977335252
106,30.09552,0.510960281306018
107,30.28042,0.504296637098045
108,30.45908,0.49786755213066836
109,30.50707,0.4961422401942466
110,30.55693,0.4943504177498052
111,30.63389,0.49158613444778015
112,30.72871,0.4881827333037038
113,30.87953,0.4827747165113992
114,31.0162,0.4778798029486803
115,31.02168,0.4776836469079154
116,31.18799,0.4717347466150224
117,31.1976,0.47139124274202987
118,31.24246,0.46978810221522005
119,31.3095,0.4673934109148226
120,31.59104,0.4573507941552199
121,31.75093,0.45165748285471446
122,31.85182,0.4480687112579216
123,31.86813,0.44748881205237956
124,31.89752,0.4464440418982688
125,32.01566,0.4422467515928322
126,32.2195,0.4350137203676891
127,32.25674,0.43369352812923717
128,32.31585,0.4315987984302951
129,32.33028,0.43108757448743706
130,32.41385,0.4281279749065394
131,32.58929,0.4219209424134963
132,32.63577,0.4202778687612774
133,32.65673,0.41953711856688286
134,32.6884,0.418418086555315
135,33.00929,0.4070946971879491
136,33.07627,0.4047345665989374
137,33.11991,0.40319748530568394
138,33.23304,0.3992151589706839
139,33.2388,0.3990124887664639
140,33.33311,0.3956953440130528
141,33.35743,0.3948403162187136
142,33.36789,0.39447261689504426
143,33.4758,0.3906809093501954
144,33.62194,0.3855506143826685
145,33.92283,0.3750045583183349
146,34.10209,0.36873207487375315
147,34.13128,0.3677114134278411
148,34.13535,0.3675691172291653
149,34.24019,0.363905018055714
150,34.32817,0.3608321404447743
151,34.36852,0.3594234330742294
152,34.39309,0.35856582297541306
153,34.43856,0.3569790659311408
154,34.62222,0.3505746418928233
155,34.63442,0.35014947846170985
156,34.78639,0.3448560993066083
157,34.80715,0.34413337515507836
158,34.84506,0.34281383721265085
159,34.86726,0.3420412591133846
160,34.89428,0.3411010799792696
161,35.06553,0.3351458345204651
162,35.15308,0.33210358842036847
163,35.5104,0.31970315255825976
164,35.52188,0.31930517097270916
165,35.85667,0.3077102303711686
166,35.8634,0.3074773711989484
167,35.8786,0.30695148099944713
168,36.0655,0.3004888042329783
169,36.35502,0.2904915232631585
170,36.39791,0.2890119914398579
171,36.46789,0.28659882063726694
172,36.52639,0.28458235765769085
173,36.59709,0.2821464141039056
174,36.65073,0.28029905633240804
175,36.83823,0.2738472801839586
176,36.87635,0.2725367494084653
177,37.05206,0.2665016179821368
178,37.11813,0.264234894943955
179,37.13751,0.2635702984920828
180,37.31119,0.2576207264568262
181,37.3645,0.2557970651252096
182,37.61628,0.24720304777902913
183,37.62339,0.24696087337807973
184,37.70866,0.24405897135876742
185,37.79305,0.24119185784911656
186,37.80326,0.2408453273816647
187,37.83829,0.23965700226530426
188,37.97776,0.23493573207633098
189,38.0948,0.2309875822917953
190,38.09584,0.23095256218831478
191,38.10232,0.23073438607139338
192,38.48148,0.21805962833792866
193,38.48568,0.21792039282900744
194,38.74301,0.20945095914875936
195,38.7647,0.20874317919039576
196,38.86652,0.20543500861460826
197,38.88194,0.2049361689984501
198,39.06636,0.19901853496966787
199,39.26741,0.19268121498405708
200,39.28319,0.19218936922421828
201,39.37428,0.18936706940388034
202,39.42726,0.18773917764823914
203,39.45713,0.18682591694913883
204,39.52552,0.18563266073884713
205,39.57386,0.18489315832842348
206,39.6675,0.18337644397948538
207,39.84864,0.17957757842141095
208,39.97025,0.17630238666469897
209,40.00759,0.17534241798718744
210,40.07679,0.1743474815927038
211,40.19699,0.17197634081296048
212,40.22011,0.17131850443900548
213,40.31998,0.1696014753483813
214,40.32747,0.1694972901589926
215,40.39189,0.16773059810955263
216,40.58601,0.16301960776540353
217,40.60003,0.1628315227118743
218,40.63024,0.1624271139910831
219,40.76366,0.15974255265988668
220,40.82987,0.15841595400700126
221,41.04685,0.15374102573001305
222,41.14817,0.15160892663251394
223,41.17806,0.15085343982884708
224,41.26556,0.1490258953469471
225,41.41969,0.14625197948156474
226,41.57378,0.14430104149813336
227,41.57911,0.14423762145440433
228,41.59631,0.14403321176291045
229,41.65141,0.14291597299695308
230,41.77203,0.14121887867737673
231,41.81495,0.14061584966865584
232,41.9533,0.13829637844642456
233,42.09588,0.13624686911611947
234,42.32851,0.13238494439246715
235,42.35142,0.1321376367558494
236,42.43276,0.13126591716533811
237,42.56728,0.129238183679162
238,42.62686,0.12832719251605074
239,43.01881,0.12351610116966658
240,43.09583,0.12190631824594331
241,43.30324,0.11807532526645755
242,43.48637,0.11553410529096518
243,43.69056,0.11309418765320801
244,43.72809,0.11258677158035621
245,43.87931,0.11067368878140303
246,43.97001,0.10973923706699733
247,44.03415,0.10920844743750509
248,44.03479,0.10920349653266384
249,44.08347,0.10882986215264667
250,44.1949,0.10747466907286109
251,44.21328,0.1073395420171561
